one_week_perf,one_month_perf,three_month_perf,six_month_perf,one_year_perf,bull_bear_signal,technical_rating,ad_trend,avg_volume_6_days,avg_volume_9_days,avg_volume_12_days,avg_volume_15_days,avg_volume_30_days,q1,q2,q3,q4,capital_fund_to_rwa,npl_to_total_loan,return_on_equity,total_loan_loss_provision_to_npl,symbol,market_cap,stock_bonus,eps_ttm,roa_ttm,roe_ttm,pr_ratio
0.46,3.33,-12.32,-14.67,1.81,-,-,Accumulation,16655.0,15471.0,14320.0,13979.0,12875.0,-9.41%,-0.50%,-0.72%,2.24%,19.0,2.0,7.0,158.0,SKBBL (Sana Kisan Bikas Bank),31699481006.4,"[{'id': 1975, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 14.25, 'cash': 0.75, 'total': 15, 'fiscal_year': '2079/2080'}, {'id': 1976, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 26, 'cash': 1.3684, 'total': 27.3684, 'fiscal_year': '2078/2079'}, {'id': 1977, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.315, 'total': 26.315, 'fiscal_year': '2077/2078'}, {'id': 1978, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.315, 'total': 26.315, 'fiscal_year': '2076/2077'}, {'id': 1979, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 27.25, 'cash': 1.434, 'total': 28.684, 'fiscal_year': '2075/2076'}, {'id': 1980, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.317, 'total': 26.317, 'fiscal_year': '2074/2075'}, {'id': 1981, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.316, 'total': 26.316, 'fiscal_year': '2073/2074'}, {'id': 1982, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.316, 'total': 26.316, 'fiscal_year': '2072/2073'}, {'id': 1983, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.36, 'total': 26.36, 'fiscal_year': '2071/2072'}, {'id': 1984, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 15.79, 'total': 15.79, 'fiscal_year': '2070/2071'}]",24.01,0.02,0.11,34.68
-0.48,10.26,3.4,-0.33,79.07,-,BY,Distribution,60392.0,54662.0,43014.0,36578.0,22889.0,23.71%,14.17%,14.00%,17.94%,10.0,5.0,10.0,45.0,SLBBL (Swarojgar Laghu Bitta Bikas Bank),6856008680.0,"[{'id': 1985, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 7, 'cash': 0.3684, 'total': 7.3684, 'fiscal_year': '2079/2080'}, {'id': 1986, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 22, 'cash': 1.1579, 'total': 23.1579, 'fiscal_year': '2078/2079'}, {'id': 1987, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 0, 'total': 25, 'fiscal_year': '2077/2078'}, {'id': 1988, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 12.39, 'cash': 0.6521, 'total': 13.042100000000001, 'fiscal_year': '2076/2077'}, {'id': 1989, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 26.752, 'cash': 1.4, 'total': 28.151999999999997, 'fiscal_year': '2075/2076'}, {'id': 1990, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2074/2075'}, {'id': 1991, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 16.66, 'cash': 0.88, 'total': 17.54, 'fiscal_year': '2073/2074'}, {'id': 1992, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 30.4, 'cash': 1.6, 'total': 32, 'fiscal_year': '2072/2073'}, {'id': 1993, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 34.2, 'cash': 1.8, 'total': 36, 'fiscal_year': '2071/2072'}, {'id': 1994, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 27.39, 'cash': 20, 'total': 47.39, 'fiscal_year': '2070/2071'}]",26.23,0.02,0.18,38.95
-0.87,-2.97,26.17,84.78,184.15,-,BY,Accumulation,5426.0,5796.0,8592.0,10771.0,14742.0,,,,,10.0,9.0,0.0,98.0,SLBSL (Samudayik Laghubitta Bittiya Sanstha Limited),3911434500.0,"[{'id': 2005, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 5, 'total': 15, 'fiscal_year': '2078/2079'}, {'id': 2006, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 32, 'cash': 1.68, 'total': 33.68, 'fiscal_year': '2075/2076'}]",-12.73,0.0,0.01,-179.95
-3.24,3.95,-1.32,-5.59,49.99,-,BY,Distribution,8060.0,7805.0,7064.0,8340.0,8708.0,57.12%,38.81%,37.51%,53.19%,16.0,4.0,6.0,37.0,SMATA (Samata Gharelu Laghubitta Bittiya Sanstha Limited),5047856385.0,"[{'id': 2009, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 5.4222, 'cash': 0.2854, 'total': 5.7076, 'fiscal_year': '2079/2080'}, {'id': 2010, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 3, 'total': 18, 'fiscal_year': '2078/2079'}, {'id': 2011, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 5, 'total': 25, 'fiscal_year': '2077/2078'}, {'id': 2012, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 6.32, 'total': 26.32, 'fiscal_year': '2076/2077'}, {'id': 2013, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 5, 'cash': 5.5263, 'total': 10.526299999999999, 'fiscal_year': '2075/2076'}, {'id': 2014, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 6.6667, 'cash': 7.3684, 'total': 14.0351, 'fiscal_year': '2074/2075'}, {'id': 2015, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 11.58, 'total': 31.58, 'fiscal_year': '2073/2074'}]",-5.24,0.0,0.01,-170.94
7.2,12.11,2.84,79.52,228.55,-,BY,No Change,8390.0,7565.0,6569.0,6292.0,6881.0,,,,,8.0,1.0,10.0,51.0,SMB (Support Microfinance Bittiya Sanstha Ltd.),3348023979.0,"[{'id': 2016, 'symbol': 'SMB', 'sector': 'MICROFINANCE', 'bonus': 13, 'cash': 0.6842, 'total': 13.6842, 'fiscal_year': '2079/2080'}, {'id': 2017, 'symbol': 'SMB', 'sector': 'MICROFINANCE', 'bonus': 11, 'cash': 0.5789, 'total': 11.5789, 'fiscal_year': '2078/2079'}, {'id': 2018, 'symbol': 'SMB', 'sector': 'MICROFINANCE', 'bonus': 30, 'cash': 1.5789, 'total': 31.5789, 'fiscal_year': '2077/2078'}, {'id': 2019, 'symbol': 'SMB', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 0.526, 'total': 10.526, 'fiscal_year': '2075/2076'}]",25.32,0.02,0.19,122.85
-4.45,-0.93,0.8,34.85,139.68,-,-,Distribution,9200.0,8323.0,7364.0,6789.0,6277.0,34.28%,13.55%,12.92%,16.74%,8.0,3.0,1.0,35.0,SMFBS (Swabhimaan Laghubitta Bittiya Sanstha Ltd),2951973460.0,"[{'id': 2020, 'symbol': 'SMFBS', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.0526, 'total': 21.052599999999998, 'fiscal_year': '2078/2079'}, {'id': 2021, 'symbol': 'SMFBS', 'sector': 'MICROFINANCE', 'bonus': 32.3, 'cash': 1.7, 'total': 34, 'fiscal_year': '2077/2078'}, {'id': 2022, 'symbol': 'SMFBS', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2076/2077'}, {'id': 2023, 'symbol': 'SMFBS', 'sector': 'MICROFINANCE', 'bonus': 24, 'cash': 1.27, 'total': 25.27, 'fiscal_year': '2075/2076'}]",27.83,0.02,0.19,72.6
-4.32,7.55,-3.67,3.1,,-,BY,Accumulation,13452.0,14493.0,13710.0,13039.0,10710.0,,,,,,,,,SMPDA (Sampada Laghubitta Bittiya Sanstha Limited),6987558248.0,,17.61,0.01,0.14,56.61
-2.75,-0.33,-2.64,-14.59,25.04,-,-,Distribution,23967.0,21249.0,23944.0,24727.0,19303.0,,,,,10.0,10.0,4.0,96.0,SWBBL (Swabalamban Bikas Bank),14644559696.0,"[{'id': 2070, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 12.3599, 'cash': 0.6505, 'total': 13.010399999999999, 'fiscal_year': '2079/2080'}, {'id': 2071, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 6.0526, 'total': 21.052599999999998, 'fiscal_year': '2078/2079'}, {'id': 2072, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 19, 'cash': 6, 'total': 25, 'fiscal_year': '2077/2078'}, {'id': 2073, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 19.005, 'cash': 1.0002, 'total': 20.0052, 'fiscal_year': '2076/2077'}, {'id': 2074, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 26, 'cash': 14, 'total': 40, 'fiscal_year': '2075/2076'}, {'id': 2075, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 11.8421, 'total': 36.8421, 'fiscal_year': '2074/2075'}, {'id': 2076, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 11.5789, 'total': 31.5789, 'fiscal_year': '2073/2074'}, {'id': 2077, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 34, 'cash': 19.6842, 'total': 53.684200000000004, 'fiscal_year': '2072/2073'}, {'id': 2078, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 42, 'cash': 10.63, 'total': 52.63, 'fiscal_year': '2071/2072'}, {'id': 2079, 'symbol': 'SWBBL', 'sector': 'MICROFINANCE', 'bonus': 46.5, 'cash': 23.5, 'total': 70, 'fiscal_year': '2070/2071'}]",9.75,0.03,0.17,90.71
-1.85,6.4,-5.23,-7.75,19.93,-,BY,Distribution,6077.0,6060.0,6037.0,6407.0,6514.0,16.76%,11.39%,8.82%,28.12%,10.0,6.0,2.0,35.0,SWMF (Suryodaya Womi Laghubitta Bittiya Sanstha Limited),8328457074.0,"[{'id': 2080, 'symbol': 'SWMF', 'sector': 'MICROFINANCE', 'bonus': 14.077, 'cash': 0, 'total': 14.077, 'fiscal_year': '2079/2080'}, {'id': 2081, 'symbol': 'SWMF', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0, 'total': 15, 'fiscal_year': '2078/2079'}]",6.78,0.01,0.08,117.63
2.62,11.71,57.49,48.03,372.32,-,BY,Accumulation,7723.0,7965.0,8021.0,7932.0,6527.0,,,,,10.0,1.0,3.0,64.0,ULBSL (Upakar Laghubitta Bittiya Sanstha Limited),5389547937.2,"[{'id': 2100, 'symbol': 'ULBSL', 'sector': 'MICROFINANCE', 'bonus': 61.75, 'cash': 3.25, 'total': 65, 'fiscal_year': '2078/2079'}]",31.72,0.02,0.22,160.06
-3.02,-0.34,-8.68,8.23,116.11,-,BY,Distribution,5602.0,5618.0,6143.0,6910.0,6587.0,57.24%,8.86%,28.03%,49.22%,10.0,11.0,10.0,76.0,UNLB (Unique Nepal Laghubitta Bittiya Sanstha Limited),3907671075.0,"[{'id': 2114, 'symbol': 'UNLB', 'sector': 'MICROFINANCE', 'bonus': 19, 'cash': 1, 'total': 20, 'fiscal_year': '2079/2080'}]",36.9,0.01,0.09,71.28
-1.58,21.59,12.99,22.4,78.1,-,BY,Accumulation,12017.0,12971.0,13111.0,13404.0,9520.0,153.11%,27.34%,151.50%,156.31%,8.0,5.0,3.0,36.0,USLB (Unnati Sahakarya Laghubitta Bittiya Sanstha Limited),4616388590.0,"[{'id': 2116, 'symbol': 'USLB', 'sector': 'MICROFINANCE', 'bonus': 30, 'cash': 0, 'total': 30, 'fiscal_year': '2077/2078'}, {'id': 2117, 'symbol': 'USLB', 'sector': 'MICROFINANCE', 'bonus': 17.8103, 'cash': 0, 'total': 17.8103, 'fiscal_year': '2076/2077'}]",5.17,0.0,0.05,361.6
0.53,13.59,0.85,4.38,59.36,-,BY,Distribution,8868.0,8270.0,7067.0,6960.0,5564.0,37.65%,24.42%,20.96%,41.79%,9.0,8.0,4.0,26.0,VLBS (Vijaya Laghubitta Bittiya Sanstha),7100235012.0,"[{'id': 2118, 'symbol': 'VLBS', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.0526, 'total': 21.052599999999998, 'fiscal_year': '2078/2079'}, {'id': 2119, 'symbol': 'VLBS', 'sector': 'MICROFINANCE', 'bonus': 20.03, 'cash': 1.06, 'total': 21.09, 'fiscal_year': '2077/2078'}, {'id': 2120, 'symbol': 'VLBS', 'sector': 'MICROFINANCE', 'bonus': 19, 'cash': 1, 'total': 20, 'fiscal_year': '2076/2077'}, {'id': 2121, 'symbol': 'VLBS', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 5, 'total': 20, 'fiscal_year': '2075/2076'}, {'id': 2122, 'symbol': 'VLBS', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 0.4784, 'total': 10.4784, 'fiscal_year': '2074/2075'}, {'id': 2123, 'symbol': 'VLBS', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 5, 'total': 15, 'fiscal_year': '2073/2074'}, {'id': 2124, 'symbol': 'VLBS', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 5, 'total': 20, 'fiscal_year': '2072/2073'}]",18.91,0.0,0.03,50.39
-4.47,22.77,32.56,103.07,311.29,-,BY,Distribution,11656.0,9499.0,8093.0,7248.0,7498.0,67.93%,11.64%,63.49%,80.71%,8.0,4.0,0.0,53.0,WNLB (Wean Nepal Laghubitta Bittiya Sanstha Limited),2724868720.0,"[{'id': 2125, 'symbol': 'WNLB', 'sector': 'MICROFINANCE', 'bonus': 9.33, 'cash': 0.5, 'total': 9.83, 'fiscal_year': '2077/2078'}, {'id': 2126, 'symbol': 'WNLB', 'sector': 'MICROFINANCE', 'bonus': 2.5, 'cash': 0.125, 'total': 2.625, 'fiscal_year': '2075/2076'}]",-31.47,0.01,0.06,-109.31
0.32,3.39,2.93,5.37,35.2,-,BY,Accumulation,67292.0,54424.0,46840.0,49510.0,39359.0,-11.52%,-3.35%,-25.45%,-14.15%,,,,,ALICL (Asian Life Insurance),26430327396.2,"[{'id': 929, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 7.75, 'cash': 0.4078, 'total': 8.1578, 'fiscal_year': '2079/2080'}, {'id': 930, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 8.5, 'cash': 0.447, 'total': 8.947, 'fiscal_year': '2078/2079'}, {'id': 931, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 14.5, 'cash': 0.76, 'total': 15.26, 'fiscal_year': '2077/2078'}, {'id': 932, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 25, 'cash': 2, 'total': 27, 'fiscal_year': '2076/2077'}, {'id': 933, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 6, 'cash': 0.32, 'total': 6.32, 'fiscal_year': '2073/2074'}, {'id': 934, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2072/2073'}, {'id': 935, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 28.5, 'cash': 1.5, 'total': 30, 'fiscal_year': '2070/2071'}, {'id': 936, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 8.29, 'cash': 0, 'total': 8.29, 'fiscal_year': '2068/2069'}, {'id': 937, 'symbol': 'ALICL', 'sector': 'LIFEINSU', 'bonus': 27, 'cash': 1.42, 'total': 28.42, 'fiscal_year': '2067/2068'}]",14.72,0.01,0.1,52.8
-2.45,-2.17,2.1,12.39,67.8,-,-,Distribution,249115.0,182678.0,152764.0,148299.0,116100.0,,,,,,,,,CLI (Citizen Life Insurance Company Limited),28542937500.0,"[{'id': 1047, 'symbol': 'CLI', 'sector': 'LIFEINSU', 'bonus': 5, 'cash': 0.2632, 'total': 5.2632, 'fiscal_year': '2079/2080'}]",11.73,0.02,0.06,61.79
0.24,-10.71,-12.19,-13.27,9.79,-,SL,Distribution,77702.0,66995.0,67353.0,93535.0,91441.0,,,,,,,,,HLI (Himalayan Life Insurance Limited),34086630300.0,,9.38,0.01,0.06,45.29
1.58,9.13,4.57,2.14,0.0,-,BY,Accumulation,123407.0,109946.0,87444.0,75648.0,52005.0,-8.87%,3.34%,-7.97%,3.06%,,,,,ILI (IME Life Insurance Company Limited),26300000000.0,"[{'id': 1252, 'symbol': 'ILI', 'sector': 'LIFEINSU', 'bonus': 25, 'cash': 1.3158, 'total': 26.3158, 'fiscal_year': '2079/2080'}]",10.71,0.03,0.07,49.09
12.82,21.21,1.93,-42.96,-0.52,-,BY,Distribution,85682.0,62308.0,49619.0,41280.0,25564.0,-12.89%,-6.37%,-24.15%,-10.32%,,,,,LICN (Life Insurance Nepal),66000000000.0,"[{'id': 1337, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 20, 'cash': 1.0526, 'total': 21.052599999999998, 'fiscal_year': '2076/2077'}, {'id': 1338, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 10, 'cash': 0.526, 'total': 10.526, 'fiscal_year': '2075/2076'}, {'id': 1339, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 34.4626, 'cash': 35.537, 'total': 69.9996, 'fiscal_year': '2074/2075'}, {'id': 1340, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 12, 'cash': 0.63, 'total': 12.63, 'fiscal_year': '2073/2074'}, {'id': 1341, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 24.8, 'cash': 1.3053, 'total': 26.1053, 'fiscal_year': '2072/2073'}, {'id': 1342, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 25, 'cash': 1.32, 'total': 26.32, 'fiscal_year': '2071/2072'}, {'id': 1343, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 30, 'cash': 1.58, 'total': 31.58, 'fiscal_year': '2070/2071'}, {'id': 1344, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 30, 'cash': 1.57, 'total': 31.57, 'fiscal_year': '2069/2070'}, {'id': 1345, 'symbol': 'LICN', 'sector': 'LIFEINSU', 'bonus': 62, 'cash': 2.6, 'total': 64.6, 'fiscal_year': '2068/2069'}]",10.69,0.0,0.04,123.46
1.08,-0.66,-10.32,-12.32,25.34,-,SL,Accumulation,47096.0,42619.0,39383.0,39456.0,51895.0,-14.68%,-4.50%,-25.70%,-15.26%,,,,,NLIC (Nepal Life Insurance),61313509755.0,"[{'id': 1599, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 0, 'cash': 21.05, 'total': 21.05, 'fiscal_year': '2079/2080'}, {'id': 1600, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 0, 'cash': 15.7895, 'total': 15.7895, 'fiscal_year': '2077/2078'}, {'id': 1601, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 14, 'cash': 0.7368, 'total': 14.7368, 'fiscal_year': '2076/2077'}, {'id': 1602, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 31, 'cash': 20, 'total': 51, 'fiscal_year': '2075/2076'}, {'id': 1603, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 25, 'cash': 23.5, 'total': 48.5, 'fiscal_year': '2074/2075'}, {'id': 1604, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 42, 'cash': 28.53, 'total': 70.53, 'fiscal_year': '2073/2074'}, {'id': 1605, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 25, 'cash': 1.32, 'total': 26.32, 'fiscal_year': '2072/2073'}, {'id': 1606, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 25, 'cash': 1.32, 'total': 26.32, 'fiscal_year': '2071/2072'}, {'id': 1607, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 60, 'cash': 8, 'total': 68, 'fiscal_year': '2070/2071'}, {'id': 1608, 'symbol': 'NLIC', 'sector': 'LIFEINSU', 'bonus': 70, 'cash': 28.5, 'total': 98.5, 'fiscal_year': '2069/2070'}]",11.41,0.0,0.05,65.48
2.01,2.33,-1.02,-3.91,9.64,-,BY,Distribution,26135.0,20998.0,19429.0,19487.0,20525.0,-12.20%,-3.47%,-19.40%,-5.86%,,,,,NLICL (National Life Insurance),32002497234.0,"[{'id': 1609, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 8, 'cash': 6.5, 'total': 14.5, 'fiscal_year': '2078/2079'}, {'id': 1610, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 15, 'cash': 0.789, 'total': 15.789, 'fiscal_year': '2077/2078'}, {'id': 1611, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 19, 'cash': 1, 'total': 20, 'fiscal_year': '2076/2077'}, {'id': 1612, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 10, 'cash': 0.526, 'total': 10.526, 'fiscal_year': '2075/2076'}, {'id': 1613, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 2.5, 'cash': 12, 'total': 14.5, 'fiscal_year': '2074/2075'}, {'id': 1614, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 13.5, 'cash': 0.71, 'total': 14.21, 'fiscal_year': '2073/2074'}, {'id': 1615, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 25, 'cash': 1.32, 'total': 26.32, 'fiscal_year': '2072/2073'}, {'id': 1616, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 30, 'cash': 0.158, 'total': 30.158, 'fiscal_year': '2071/2072'}, {'id': 1618, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 30, 'cash': 8, 'total': 38, 'fiscal_year': '2070/2071'}, {'id': 1617, 'symbol': 'NLICL', 'sector': 'LIFEINSU', 'bonus': 21, 'cash': 0, 'total': 21, 'fiscal_year': '2066/2067'}]",10.71,0.0,0.06,57.32
0.02,0.73,2.34,-4.72,16.24,-,BY,Distribution,50598.0,39090.0,32872.0,31365.0,30420.0,-16.39%,-2.72%,-15.11%,-15.11%,,,,,PMLI (Prabhu Mahalaxmi Life Insurance Limited),27465187200.0,"[{'id': 1738, 'symbol': 'PMLI', 'sector': 'LIFEINSU', 'bonus': 9.8, 'cash': 0.5158, 'total': 10.315800000000001, 'fiscal_year': '2077/2078'}]",7.73,0.02,0.07,75.21
-2.29,6.03,4.92,6.33,28.84,-,BY,Distribution,122851.0,108403.0,105974.0,109168.0,79683.0,,,,,,,,,RNLI (Reliable Nepal Life Insurance Limited),25705600000.0,"[{'id': 1789, 'symbol': 'RNLI', 'sector': 'LIFEINSU', 'bonus': 16, 'cash': 0.84, 'total': 16.84, 'fiscal_year': '2079/2080'}]",15.1,0.03,0.07,36.68
3.31,3.08,-4.68,-7.89,-2.3,-,-,Accumulation,61712.0,57168.0,53191.0,53682.0,43511.0,-19.46%,-7.53%,-29.33%,-16.94%,,,,,SJLIC (SuryaJyoti Life Insurance Company Limited),23455915704.0,"[{'id': 1967, 'symbol': 'SJLIC', 'sector': 'LIFEINSU', 'bonus': 10.26, 'cash': 24.74, 'total': 35, 'fiscal_year': '2079/2080'}, {'id': 1968, 'symbol': 'SJLIC', 'sector': 'LIFEINSU', 'bonus': 12.7, 'cash': 0.6684, 'total': 13.3684, 'fiscal_year': '2076/2077'}, {'id': 1969, 'symbol': 'SJLIC', 'sector': 'LIFEINSU', 'bonus': 5, 'cash': 5.526, 'total': 10.526, 'fiscal_year': '2075/2076'}, {'id': 1970, 'symbol': 'SJLIC', 'sector': 'LIFEINSU', 'bonus': 12, 'cash': 0.6316, 'total': 12.6316, 'fiscal_year': '2074/2075'}, {'id': 1971, 'symbol': 'SJLIC', 'sector': 'LIFEINSU', 'bonus': 12, 'cash': 0.632, 'total': 12.632, 'fiscal_year': '2073/2074'}, {'id': 1972, 'symbol': 'SJLIC', 'sector': 'LIFEINSU', 'bonus': 10, 'cash': 0.5263, 'total': 10.526299999999999, 'fiscal_year': '2072/2073'}, {'id': 1973, 'symbol': 'SJLIC', 'sector': 'LIFEINSU', 'bonus': 5, 'cash': 0.263, 'total': 5.263, 'fiscal_year': '2071/2072'}, {'id': 1974, 'symbol': 'SJLIC', 'sector': 'LIFEINSU', 'bonus': 14.25, 'cash': 0, 'total': 14.25, 'fiscal_year': '2068/2069'}]",7.83,0.01,0.05,59.79
5.87,11.61,12.31,19.33,20.95,-,BY,Distribution,123278.0,120303.0,98695.0,88132.0,57917.0,,,,,,,,,SNLI (Sun Nepal Life Insurance Company Limited),28563136000.0,"[{'id': 2035, 'symbol': 'SNLI', 'sector': 'LIFEINSU', 'bonus': 23.8, 'cash': 1.2526, 'total': 25.0526, 'fiscal_year': '2079/2080'}]",14.25,0.04,0.08,50.59
1.19,4.53,-2.4,-22.52,3.55,-,BY,Distribution,159654.0,127397.0,108117.0,103864.0,80877.0,-11.80%,-3.40%,-27.80%,-12.88%,,,,,SRLI (Sanima Reliance Life Insurance Limited),21951984966.4,,9.36,0.02,0.07,47.37
-0.65,-4.7,11.09,21.42,53.18,-,SL,Distribution,1291.0,1235.0,1168.0,1121.0,1020.0,-2.62%,-0.69%,9.30%,2.29%,,,,,BBC (Bishal Bazar),2702208600,,,,,
